,index,province,date,case,death,recovered,population,area (km^2),north border (latitude),south border (latitude),east border (longitude),west border (longitude)
1858,12,MALUKU,3/4/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1859,13,MALUKU,4/4/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1860,14,MALUKU,5/4/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1861,15,MALUKU,6/4/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1862,16,MALUKU,7/4/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1863,17,MALUKU,8/4/2020,2,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1864,18,MALUKU,9/4/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1865,19,MALUKU,10/4/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1866,20,MALUKU,11/4/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1867,21,MALUKU,12/4/2020,8,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1868,22,MALUKU,13-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1869,23,MALUKU,14-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1870,24,MALUKU,15-04-2020,3,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1871,25,MALUKU,16-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1872,26,MALUKU,17-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1873,27,MALUKU,18-04-2020,3,0,5,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1874,28,MALUKU,19-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1875,29,MALUKU,20-04-2020,0,0,4,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1876,30,MALUKU,21-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1877,31,MALUKU,22-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1878,32,MALUKU,23-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1879,33,MALUKU,24-04-2020,0,0,1,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1880,34,MALUKU,25-04-2020,3,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1881,35,MALUKU,26-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1882,36,MALUKU,27-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1883,37,MALUKU,28-04-2020,2,0,1,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1884,38,MALUKU,29-04-2020,1,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1885,39,MALUKU,30-04-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1886,40,MALUKU,1/5/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1887,41,MALUKU,2/5/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1888,42,MALUKU,3/5/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1889,43,MALUKU,4/5/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1890,44,MALUKU,5/5/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1891,45,MALUKU,6/5/2020,0,2,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1892,46,MALUKU,7/5/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1893,47,MALUKU,8/5/2020,9,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1894,48,MALUKU,9/5/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1895,49,MALUKU,10/5/2020,0,0,1,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1896,50,MALUKU,11/5/2020,0,2,4,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1897,51,MALUKU,12/5/2020,18,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1898,52,MALUKU,13-05-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1899,53,MALUKU,14-05-2020,12,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1900,54,MALUKU,15-05-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1901,55,MALUKU,16-05-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1902,56,MALUKU,17-05-2020,22,2,4,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1903,57,MALUKU,18-05-2020,23,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1904,58,MALUKU,19-05-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1905,59,MALUKU,20-05-2020,17,1,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1906,60,MALUKU,21-05-2020,11,0,1,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1907,61,MALUKU,22-05-2020,22,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1908,62,MALUKU,23-05-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1909,63,MALUKU,24-05-2020,2,0,5,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1910,64,MALUKU,25-05-2020,1,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1911,65,MALUKU,26-05-2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1912,66,MALUKU,27-05-2020,10,1,7,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1913,67,MALUKU,28-05-2020,18,0,1,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1914,68,MALUKU,29-05-2020,27,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1915,69,MALUKU,30-05-2020,0,0,1,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1916,70,MALUKU,31-05-2020,8,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1917,71,MALUKU,1/6/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1918,72,MALUKU,2/6/2020,0,0,19,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1919,73,MALUKU,3/6/2020,15,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1920,74,MALUKU,4/6/2020,0,0,7,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1921,75,MALUKU,5/6/2020,16,0,2,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1922,76,MALUKU,6/6/2020,7,0,3,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1923,77,MALUKU,7/6/2020,8,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1924,78,MALUKU,8/6/2020,38,0,13,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1925,79,MALUKU,9/6/2020,8,0,9,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1926,80,MALUKU,10/6/2020,13,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1927,81,MALUKU,11/6/2020,0,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1928,82,MALUKU,12/6/2020,58,2,15,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1929,83,MALUKU,13-06-2020,13,0,1,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1930,84,MALUKU,14-06-2020,21,0,4,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1931,85,MALUKU,15-06-2020,32,1,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1932,86,MALUKU,16-06-2020,44,2,2,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1933,87,MALUKU,17-06-2020,24,0,2,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1934,88,MALUKU,18-06-2020,14,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1935,89,MALUKU,19-06-2020,10,0,23,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1936,90,MALUKU,20-06-2020,37,0,25,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1937,91,MALUKU,21-06-2020,17,0,0,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1938,92,MALUKU,22-06-2020,35,0,3,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1939,93,MALUKU,23-06-2020,1,0,4,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1940,94,MALUKU,24-06-2020,37,1,4,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1941,95,MALUKU,25-06-2020,13,0,18,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1942,96,MALUKU,26-06-2020,7,1,6,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1943,97,MALUKU,27-06-2020,14,0,22,1.768.500,46.914,-2.2664176,-8.5496596,135.2282853,124.9518369
1944,0,MALUKU_UTARA,23-03-2020,1,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1945,1,MALUKU_UTARA,24-03-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1946,2,MALUKU_UTARA,25-03-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1947,3,MALUKU_UTARA,26-03-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1948,4,MALUKU_UTARA,27-03-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1949,5,MALUKU_UTARA,28-03-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1950,6,MALUKU_UTARA,29-03-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1951,7,MALUKU_UTARA,30-03-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1952,8,MALUKU_UTARA,31-03-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1953,9,MALUKU_UTARA,1/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1954,10,MALUKU_UTARA,2/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1955,11,MALUKU_UTARA,3/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1956,12,MALUKU_UTARA,4/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1957,13,MALUKU_UTARA,5/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1958,14,MALUKU_UTARA,6/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1959,15,MALUKU_UTARA,7/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1960,16,MALUKU_UTARA,8/4/2020,1,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1961,17,MALUKU_UTARA,9/4/2020,0,0,1,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1962,18,MALUKU_UTARA,10/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1963,19,MALUKU_UTARA,11/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1964,20,MALUKU_UTARA,12/4/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1965,21,MALUKU_UTARA,13-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1966,22,MALUKU_UTARA,14-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1967,23,MALUKU_UTARA,15-04-2020,2,0,1,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1968,24,MALUKU_UTARA,16-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1969,25,MALUKU_UTARA,17-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1970,26,MALUKU_UTARA,18-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1971,27,MALUKU_UTARA,19-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1972,28,MALUKU_UTARA,20-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1973,29,MALUKU_UTARA,21-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1974,30,MALUKU_UTARA,22-04-2020,8,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1975,31,MALUKU_UTARA,23-04-2020,2,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1976,32,MALUKU_UTARA,24-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1977,33,MALUKU_UTARA,25-04-2020,0,0,1,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1978,34,MALUKU_UTARA,26-04-2020,12,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1979,35,MALUKU_UTARA,27-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1980,36,MALUKU_UTARA,28-04-2020,0,0,1,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1981,37,MALUKU_UTARA,29-04-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1982,38,MALUKU_UTARA,30-04-2020,14,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1983,39,MALUKU_UTARA,1/5/2020,1,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1984,40,MALUKU_UTARA,2/5/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1985,41,MALUKU_UTARA,3/5/2020,9,0,2,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1986,42,MALUKU_UTARA,4/5/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1987,43,MALUKU_UTARA,5/5/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1988,44,MALUKU_UTARA,6/5/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1989,45,MALUKU_UTARA,7/5/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1990,46,MALUKU_UTARA,8/5/2020,0,0,3,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1991,47,MALUKU_UTARA,9/5/2020,4,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1992,48,MALUKU_UTARA,10/5/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1993,49,MALUKU_UTARA,11/5/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1994,50,MALUKU_UTARA,12/5/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1995,51,MALUKU_UTARA,13-05-2020,23,3,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1996,52,MALUKU_UTARA,14-05-2020,4,0,3,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1997,53,MALUKU_UTARA,15-05-2020,4,1,1,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1998,54,MALUKU_UTARA,16-05-2020,3,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
1999,55,MALUKU_UTARA,17-05-2020,4,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2000,56,MALUKU_UTARA,18-05-2020,1,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2001,57,MALUKU_UTARA,19-05-2020,2,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2002,58,MALUKU_UTARA,20-05-2020,1,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2003,59,MALUKU_UTARA,21-05-2020,1,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2004,60,MALUKU_UTARA,22-05-2020,2,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2005,61,MALUKU_UTARA,23-05-2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2006,62,MALUKU_UTARA,24-05-2020,1,1,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2007,63,MALUKU_UTARA,25-05-2020,7,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2008,64,MALUKU_UTARA,26-05-2020,11,1,4,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2009,65,MALUKU_UTARA,27-05-2020,1,0,4,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2010,66,MALUKU_UTARA,28-05-2020,9,1,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2011,67,MALUKU_UTARA,29-05-2020,11,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2012,68,MALUKU_UTARA,30-05-2020,7,0,6,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2013,69,MALUKU_UTARA,31-05-2020,7,4,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2014,70,MALUKU_UTARA,1/6/2020,7,3,2,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2015,71,MALUKU_UTARA,2/6/2020,14,1,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2016,72,MALUKU_UTARA,3/6/2020,2,1,1,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2017,73,MALUKU_UTARA,4/6/2020,1,2,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2018,74,MALUKU_UTARA,5/6/2020,1,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2019,75,MALUKU_UTARA,6/6/2020,7,0,3,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2020,76,MALUKU_UTARA,7/6/2020,1,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2021,77,MALUKU_UTARA,8/6/2020,0,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2022,78,MALUKU_UTARA,9/6/2020,28,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2023,79,MALUKU_UTARA,10/6/2020,13,0,4,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2024,80,MALUKU_UTARA,11/6/2020,36,4,2,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2025,81,MALUKU_UTARA,12/6/2020,22,0,1,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2026,82,MALUKU_UTARA,13-06-2020,17,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2027,83,MALUKU_UTARA,14-06-2020,8,0,8,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2028,84,MALUKU_UTARA,15-06-2020,2,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2029,85,MALUKU_UTARA,16-06-2020,3,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2030,86,MALUKU_UTARA,17-06-2020,7,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2031,87,MALUKU_UTARA,18-06-2020,21,0,1,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2032,88,MALUKU_UTARA,19-06-2020,40,1,2,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2033,89,MALUKU_UTARA,20-06-2020,17,0,5,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2034,90,MALUKU_UTARA,21-06-2020,11,0,0,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2035,91,MALUKU_UTARA,22-06-2020,20,2,14,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2036,92,MALUKU_UTARA,23-06-2020,33,1,12,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2037,93,MALUKU_UTARA,24-06-2020,96,0,6,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2038,94,MALUKU_UTARA,25-06-2020,77,3,1,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2039,95,MALUKU_UTARA,26-06-2020,24,2,8,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2040,96,MALUKU_UTARA,27-06-2020,37,0,2,1.235.700,31.983,3.4464276,-2.7956171,129.7578409,123.9232297
2041,0,NUSA_TENGGARA_BARAT,31-03-2020,2,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2042,1,NUSA_TENGGARA_BARAT,1/4/2020,2,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2043,2,NUSA_TENGGARA_BARAT,2/4/2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2044,3,NUSA_TENGGARA_BARAT,3/4/2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2045,4,NUSA_TENGGARA_BARAT,4/4/2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2046,5,NUSA_TENGGARA_BARAT,5/4/2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2047,6,NUSA_TENGGARA_BARAT,6/4/2020,3,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2048,7,NUSA_TENGGARA_BARAT,7/4/2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2049,8,NUSA_TENGGARA_BARAT,8/4/2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2050,9,NUSA_TENGGARA_BARAT,9/4/2020,5,0,2,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2051,10,NUSA_TENGGARA_BARAT,10/4/2020,9,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2052,11,NUSA_TENGGARA_BARAT,11/4/2020,2,2,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2053,12,NUSA_TENGGARA_BARAT,12/4/2020,9,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2054,13,NUSA_TENGGARA_BARAT,13-04-2020,3,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2055,14,NUSA_TENGGARA_BARAT,14-04-2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2056,15,NUSA_TENGGARA_BARAT,15-04-2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2057,16,NUSA_TENGGARA_BARAT,16-04-2020,8,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2058,17,NUSA_TENGGARA_BARAT,17-04-2020,6,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2059,18,NUSA_TENGGARA_BARAT,18-04-2020,4,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2060,19,NUSA_TENGGARA_BARAT,19-04-2020,6,1,9,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2061,20,NUSA_TENGGARA_BARAT,20-04-2020,11,1,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2062,21,NUSA_TENGGARA_BARAT,21-04-2020,21,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2063,22,NUSA_TENGGARA_BARAT,22-04-2020,15,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2064,23,NUSA_TENGGARA_BARAT,23-04-2020,7,0,2,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2065,24,NUSA_TENGGARA_BARAT,24-04-2020,38,0,2,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2066,25,NUSA_TENGGARA_BARAT,25-04-2020,27,0,5,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2067,26,NUSA_TENGGARA_BARAT,26-04-2020,15,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2068,27,NUSA_TENGGARA_BARAT,27-04-2020,11,0,2,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2069,28,NUSA_TENGGARA_BARAT,28-04-2020,15,0,2,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2070,29,NUSA_TENGGARA_BARAT,29-04-2020,9,0,7,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2071,30,NUSA_TENGGARA_BARAT,30-04-2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2072,31,NUSA_TENGGARA_BARAT,1/5/2020,3,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2073,32,NUSA_TENGGARA_BARAT,2/5/2020,17,0,1,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2074,33,NUSA_TENGGARA_BARAT,3/5/2020,18,0,4,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2075,34,NUSA_TENGGARA_BARAT,4/5/2020,0,0,0,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
2076,35,NUSA_TENGGARA_BARAT,5/5/2020,16,0,10,5.152.400,18.572,-6.7458825,-9.3098441,119.5015499,115.5700063
